Feature1,Feature2,Feature3,Target
52.00680211778108,25.133951161443076,28.999644571310085,9.060801954408904
54.67102793432797,2.5739375624994674,28.908599312677584,74.92252292529425
18.485445552552704,13.932323211830571,25.590283664020802,125.17198314284728
96.95846277645586,45.41329429833269,8.833466762087571,100.62725171601754
77.51328233611146,11.97809453334862,11.552931858057757,171.29796823766446
93.9498941564189,7.244743604561155,25.534100145505708,131.738726323789
89.48273504276489,24.47263801387815,9.50766015468833,32.58688541628594
59.78999788110851,49.282522705530035,5.084782400582775,14.113749480085968
92.18742350231169,12.10276357557502,16.704037873750504,128.48385564126312
8.84925020519195,33.606777370293926,28.08464322482343,5.302262108324363
19.59828624191452,38.08098076643588,20.88089390024919,117.15511625469266
4.522728891053807,11.881877199619984,17.101835102680948,188.0460482849915
32.53303307632643,36.41081743059298,2.9152948131230563,115.0948355751758
38.8677289689482,18.38915663596266,18.45021680097509,77.63398524130439
27.134903177389592,31.615291529678974,29.701615503127897,128.65764368847064
82.87375091519293,31.676485538044734,4.202520457095721,91.65057809830333
35.67533266935893,26.788734203737924,15.549889570912102,109.12335786318698
28.093450968738075,4.514488502720415,26.321192157838663,188.29296175530504
54.26960831582485,41.7651247794619,22.223058532626133,77.22052756015485
14.092422497476264,16.03900324858679,20.91047222985804,192.23811276478284
80.21969807540397,9.325925519992712,21.07452251961328,181.07012839121273
7.455064367977082,2.038757077738196,10.784734536592655,39.158226957859284
98.68869366005173,29.54464715941209,8.807755327934801,13.872260175033091
77.22447692966574,33.87821809211412,24.28083466435541,20.15560027548533
19.87156815341724,0.8293914463928076,24.30340184037542,3.6443651303099456
0.5522117123602399,25.60465291496405,26.012169557403112,18.88859215118568
81.54614284548342,11.324788759896897,27.397216576694138,136.60135468327138
70.68573438476172,32.25863952047249,15.340271965828133,14.237729692045797
72.90071680409874,8.718321450249572,15.045488840615988,63.79512605875226
77.12703466859458,34.546886905123294,23.948855369003255,168.97506219389092
7.4044651734090365,19.33676731502687,19.498917923332954,4.654387147165173
35.84657285442726,46.836499436836725,21.0590063177311,162.89369651778716
11.586905952512971,6.876047207299663,23.87378008308303,56.37095495467999
86.31034258755935,17.053317552512926,26.70016025452699,23.63296552433125
62.329812682755794,5.673676062029454,10.139854705546075,139.34743307283014
33.08980248526492,46.23468091392814,11.26748857919832,125.7885693559768
6.355835028602364,43.86696766904905,2.81945819522607,175.49440270541058
31.09823217156622,12.89708138575778,17.34840422988522,147.01420876077717
32.518332202674706,32.999202301708955,1.0782682139022626,160.69618607696972
72.96061783380641,40.86111001006079,13.967940543973805,56.406914514261295
63.75574713552131,27.760040579973115,16.2793390412273,35.48790875594457
88.72127425763266,26.482528917800323,8.596237563848533,150.12295032817167
47.22149251619493,12.092614545022585,17.724997817070324,161.3669478534528
11.959424593830171,4.655138390294961,0.9150074981714829,198.10102840013465
71.3244787222995,44.860787897666334,1.1204456624764325,82.5235353822853
76.07850486168974,45.02090285816652,24.678016819789747,74.40361715855663
56.127719756949624,31.655072863663396,10.805719242337886,155.28259214839937
77.0967179954561,16.951489552435035,3.8118153795565437,68.16070805060357
49.379559636439076,17.460478730633046,15.667297801644132,186.15146512071294
52.27328293819941,36.297783943511966,23.099806592958323,171.68255036860236
42.75410183585496,44.85551299762886,6.4746308249052955,85.79880547500368
2.541912674409519,44.354321213255865,18.686714274570008,150.17421355829947
10.789142699330444,38.99377729288119,2.56042394981304,150.90857481693646
